4271.24297638133,4268.29608256587,4023.85510177807,4633.70061810121,4123.51935260231,4349.31700572453,4219.93808553884,4099.90900234864,4208.91900295624,4628.07734120254,4191.71780688465,4217.95537967962,4289.98783832,4236.08945833997,4566.71094800148,4340.00789233419,1
4289.55897867518,4246.55696869509,3942.56639703664,4625.24686870601,4109.77881089352,4324.06361809672,4238.69364772374,4055.56455315314,4203.12193364466,4605.42666212345,4203.02731637509,4230.05286212394,4275.57500322073,4165.35764967569,4603.04616970345,4339.95389221381,1
4269.34312728756,4268.12331742193,4002.42325051617,4619.65533663823,4119.26447277635,4341.97457745944,4218.08254317912,4059.8377986521,4207.64178516762,4633.65091183487,4195.58504069561,4249.38705695592,4266.65822878265,4095.29650455818,4585.67532306659,4340.05912477663,1
4277.77392543637,4241.8730900993,3974.09217990533,4588.95142068694,4094.74438492712,4315.37140781322,4226.87117263654,4045.70257521653,4181.71216201084,4602.16171262194,4196.07535285232,4223.06152561075,4263.62806571676,4084.82422858954,4590.40149707227,4342.89465406467,1
4305.41544591012,4278.25405083349,3990.93455659316,4612.90925295739,4131.05719427929,4341.83325297234,4234.39472053133,4078.73673979497,4210.57369544197,4631.56543366806,4206.70433086712,4230.62785437108,4279.92547193024,4178.83860941523,4619.40660268545,4354.18466555916,2
4314.01610116478,4268.61247525819,4003.08389024031,4630.95261257272,4130.8731373472,4346.05492476747,4233.2251059585,4072.40706305163,4209.86185943164,4617.91832010478,4210.50797133646,4221.5953130673,4274.81648325219,4098.402831494,4597.99266836008,4354.66947254946,1
4271.06605500547,4225.61149268896,3973.64278316568,4609.79100348034,4103.22273888813,4330.93862606731,4227.21656682619,4061.60891354107,4180.40136899914,4624.78797242116,4194.46109800015,4231.62706409081,4254.2386259501,4223.09792486497,4580.65887138189,4323.5223236589,2
4288.72513719788,4256.50689427556,4002.97436254948,4620.71864186587,4113.66620595341,4329.03118203923,4224.67100155256,4034.40456338871,4189.6911145864,4602.33523744469,4207.66884518778,4235.95290865922,4267.08999575892,4076.24889893935,4612.10778728381,4347.73302360561,2
4288.7395156438,4269.40351389096,3992.73856097815,4611.44223322,4106.57650713435,4324.53313237178,4229.80573178194,4043.28524808323,4181.87637861242,4618.18945328627,4200.41133185487,4229.48592248151,4289.76324806976,4213.3742375999,4601.83092761375,4358.28622809342,2
4386.15422747504,4286.86913078636,4098.4752699152,4603.22581310072,4156.71359602985,4340.37476609202,4231.50793003224,4083.72572184525,4201.2337891987,4613.41590528211,4203.60768629711,4183.68392212987,4296.23200960028,4062.53075965227,4614.33977410044,4445.2027593267,1
4418.40930428614,4298.28885536318,4132.24601770993,4597.91873105845,4165.90750013456,4347.56550920501,4207.58031244567,4055.77778288335,4183.60112318974,4596.86181521444,4208.17488498053,4232.99076486054,4310.0575029746,4116.3814435947,4636.93092081812,4448.79704334121,2
4301.21930812995,4263.92191132471,4015.08204536583,4625.81386321771,4109.08594592665,4334.32287836999,4232.0518422418,4093.05945839522,4210.6560708804,4616.42595077734,4201.94651022333,4215.55061100925,4278.34207281526,4075.04360990145,4596.55159569809,4374.77821939717,1
4267.36651642461,4269.39579996652,4036.48019695415,4655.32455382609,4136.94721190292,4379.85209874294,4241.09504713039,4087.00636048209,4197.78521464265,4644.7962358521,4196.95787519872,4170.00163541827,4266.86802150564,4198.41371083179,4599.85639344398,4327.07200811082,1
4298.3787883714,4268.87146717742,4004.01847435422,4632.27004600154,4132.03816894793,4338.28155363408,4213.96351099191,4047.38532590716,4189.22833182982,4615.72531626155,4134.50705784196,4307.69095543835,4268.39603278857,4166.74302334444,4584.25110662597,4347.34707701157,1
4312.88246934304,4273.17030304455,4010.05823555006,4584.16977155128,4127.65169502433,4350.784161286,4243.87711034436,4085.90251133941,4198.7695281223,4614.4000798806,4207.48539936819,4235.12271457075,4281.10338254409,4064.46216099442,4612.53893145797,4358.47877300111,1
4294.59179213895,4254.26053814571,4005.83606992398,4620.03123352615,4122.78755061956,4345.57410019446,4228.4282609436,4056.16805096244,4194.23384683825,4611.25984370158,4201.26746621524,4217.49781232092,4273.94728220668,4244.61178567738,4592.03518056574,4358.22483294353,2
4297.56853450529,4275.32614219954,3999.4291508606,4616.32907502001,4128.93851309904,4340.73857994258,4221.17507447853,4035.25850702661,4197.37947259871,4610.67198487995,4196.53346241151,4273.72240963261,4272.85460724573,4099.34130792984,4606.70438708074,4340.33446242587,2
4211.2425942354,4237.01591511546,4011.77588465239,4614.53027737291,4111.51210888836,4334.70682715123,4217.48851333668,4083.69280900752,4183.40970326764,4601.7960872764,4159.42442449794,4230.29462516411,4238.24575930997,4203.35804854997,4536.48681828708,4253.41743420636,2
4288.89890938452,4270.9618424071,3988.12549686653,4617.70462547107,4134.52890754316,4333.29151923041,4207.16352105837,4047.84446353899,4200.75030302191,4607.38585274245,4209.52153228602,4233.07763300019,4284.36419305253,4149.82329497592,4610.7410419786,4365.06909134338,1
4322.97586709596,4277.69558267646,4032.45100544,4639.44479373552,4151.80159730207,4368.17578808818,4233.78132649946,4108.61593235569,4227.15446382334,4674.9595285936,4217.56753581192,4256.44605138924,4290.09057842925,4090.45228839398,4615.57167546867,4346.29543091509,1
4318.89610255033,4280.64837309418,4025.45076742502,4652.06067684573,4119.61052060562,4349.2249946676,4250.33414579349,4084.72957893733,4221.87086497108,4646.49257735528,4207.13789943022,4225.32129423527,4302.03179784326,4135.3331535823,4638.15955157921,4378.55059389869,1
